Lat,Long,EIRP
8.78,72.77,47
8.88,72.77,47
8.98,72.77,47
9.08,72.77,47
9.18,72.77,47
9.28,72.77,47
9.38,72.77,47
9.48,72.77,47
9.58,72.77,47
9.68,72.77,47
9.78,72.77,47
9.88,72.77,47
9.98,72.77,47
10.08,72.77,47
10.18,72.77,47
10.28,72.77,47
10.38,72.77,47
10.48,72.77,47
10.58,72.77,47
10.68,72.77,47
10.78,72.77,47
10.88,72.77,47
10.98,72.77,47
11.08,72.77,47
11.18,72.77,47
11.28,72.77,47
11.38,72.77,47
11.48,72.77,47
11.58,72.77,47
11.68,72.77,47
11.78,72.77,47
11.88,72.77,47
11.98,72.77,53
12.08,72.77,53
12.18,72.77,53
12.28,72.77,53
12.38,72.77,53
12.48,72.77,53
12.58,72.77,53
12.68,72.77,53
12.78,72.77,53
12.88,72.77,53
12.98,72.77,53
13.08,72.77,53
13.18,72.77,53
13.28,72.77,53
13.38,72.77,53
13.48,72.77,53
13.58,72.77,53
13.68,72.77,53
13.78,72.77,53
13.88,72.77,53
13.98,72.77,53
14.08,72.77,53
14.18,72.77,53
14.28,72.77,53
14.38,72.77,53
14.48,72.77,53
14.58,72.77,53
14.68,72.77,53
14.78,72.77,53
14.88,72.77,53
14.98,72.77,53
15.08,72.77,53
15.18,72.77,53
15.28,72.77,53
15.38,72.77,53
15.48,72.77,53
15.58,72.77,53
15.68,72.77,53
15.78,72.77,53
15.88,72.77,53
15.98,72.77,53
16.08,72.77,53
16.18,72.77,53
16.28,72.77,53
16.38,72.77,53
16.48,72.77,53
16.58,72.77,53
16.68,72.77,53
16.78,72.77,53
16.88,72.77,53
16.98,72.77,53
17.08,72.77,53
17.18,72.77,53
17.28,72.77,53
17.38,72.77,53
17.48,72.77,53
17.58,72.77,53
17.68,72.77,53
17.78,72.77,53
17.88,72.77,53
17.98,72.77,53
18.08,72.77,53
18.18,72.77,53
18.28,72.77,53
18.38,72.77,53
18.48,72.77,53
18.58,72.77,53
18.68,72.77,53
18.78,72.77,53
18.88,72.77,53
18.98,72.77,53
19.08,72.77,53
19.18,72.77,53
19.28,72.77,53
19.38,72.77,53
19.48,72.77,53
19.58,72.77,53
19.68,72.77,53
19.78,72.77,53
19.88,72.77,53
19.98,72.77,53
20.08,72.77,53
20.18,72.77,53
20.28,72.77,53
20.38,72.77,53
20.48,72.77,53
20.58,72.77,53
20.68,72.77,53
20.78,72.77,53
20.88,72.77,53
20.98,72.77,53
21.08,72.77,53
21.18,72.77,53
21.28,72.77,53
21.38,72.77,53
21.48,72.77,53
21.58,72.77,53
21.68,72.77,53
21.78,72.77,53
21.88,72.77,53
21.98,72.77,53
22.08,72.77,53
22.18,72.77,53
22.28,72.77,53
22.38,72.77,53
22.48,72.77,53
22.58,72.77,53
22.68,72.77,53
22.78,72.77,53
22.88,72.77,53
22.98,72.77,53
23.08,72.77,53
23.18,72.77,53
23.28,72.77,53
23.38,72.77,53
23.48,72.77,53
23.58,72.77,53
23.68,72.77,53
23.78,72.77,53
23.88,72.77,53
23.98,72.77,53
24.08,72.77,53
24.18,72.77,53
24.28,72.77,53
24.38,72.77,53
24.48,72.77,53
24.58,72.77,53
24.68,72.77,53
24.78,72.77,53
24.88,72.77,53
24.98,72.77,53
25.08,72.77,53
25.18,72.77,53
25.28,72.77,53
25.38,72.77,53
25.48,72.77,53
25.58,72.77,53
25.68,72.77,53
25.78,72.77,53
25.88,72.77,53
25.98,72.77,53
26.08,72.77,53
26.18,72.77,53
26.28,72.77,53
26.38,72.77,53
26.48,72.77,53
26.58,72.77,53
26.68,72.77,53
26.78,72.77,53
26.88,72.77,53
26.98,72.77,53
27.08,72.77,53
27.18,72.77,53
27.28,72.77,53
27.38,72.77,53
27.48,72.77,53
27.58,72.77,53
27.68,72.77,53
27.78,72.77,53
27.88,72.77,53
27.98,72.77,53
28.08,72.77,53
28.18,72.77,53
28.28,72.77,53
28.38,72.77,53
28.48,72.77,53
28.58,72.77,53
28.68,72.77,53
28.78,72.77,53
28.88,72.77,53
28.98,72.77,53
29.08,72.77,53
29.18,72.77,53
29.28,72.77,53
29.38,72.77,53
29.48,72.77,53
29.58,72.77,53
29.68,72.77,53
29.78,72.77,53
29.88,72.77,53
29.98,72.77,53
30.08,72.77,53
30.18,72.77,53
30.28,72.77,53
30.38,72.77,53
30.48,72.77,53
30.58,72.77,53
30.68,72.77,53
30.78,72.77,53
30.88,72.77,53
30.98,72.77,53
31.08,72.77,53
31.18,72.77,53
31.28,72.77,53
31.38,72.77,53
31.48,72.77,47
31.58,72.77,47
31.68,72.77,47
31.78,72.77,47
31.88,72.77,47
31.98,72.77,47
32.08,72.77,47
32.18,72.77,47
32.28,72.77,47
32.38,72.77,47
32.48,72.77,47
32.58,72.77,47
32.68,72.77,47
32.78,72.77,47
32.88,72.77,47
32.98,72.77,47
33.08,72.77,47
33.18,72.77,47
33.28,72.77,47
33.38,72.77,47
33.48,72.77,47
33.58,72.77,47
33.68,72.77,47
33.78,72.77,47
33.88,72.77,47
33.98,72.77,47
34.08,72.77,47
34.18,72.77,47
34.28,72.77,47
34.38,72.77,47
34.48,72.77,47
34.58,72.77,47
34.68,72.77,47
34.78,72.77,47
34.88,72.77,47
34.98,72.77,47
35.08,72.77,47
35.18,72.77,47
35.28,72.77,47
35.38,72.77,47
35.48,72.77,47
35.58,72.77,47
35.68,72.77,47
35.78,72.77,47
35.88,72.77,47
35.98,72.77,47
36.08,72.77,47
36.18,72.77,47
36.28,72.77,47
36.38,72.77,47
36.48,72.77,47
36.58,72.77,47
36.68,72.77,47
36.78,72.77,47
36.88,72.77,47
36.98,72.77,47
37.08,72.77,47
37.18,72.77,47
37.28,72.77,47
37.38,72.77,47
37.48,72.77,47
37.58,72.77,47
37.68,72.77,47
37.78,72.77,47
37.88,72.77,47
37.98,72.77,47
38.08,72.77,47
38.18,72.77,47
38.28,72.77,47
38.38,72.77,47
38.48,72.77,47
38.58,72.77,47
38.68,72.77,47
38.78,72.77,47
38.88,72.77,47
38.98,72.77,47
39.08,72.77,47
39.18,72.77,47
39.28,72.77,47
39.38,72.77,47
39.48,72.77,47
39.58,72.77,47
39.68,72.77,47
39.78,72.77,47
39.88,72.77,47
39.98,72.77,47
40.08,72.77,47
40.18,72.77,47
40.28,72.77,47
40.38,72.77,47
40.48,72.77,47
40.58,72.77,47
40.68,72.77,47
40.78,72.77,47
40.88,72.77,47
40.98,72.77,47
41.08,72.77,47
41.18,72.77,47
41.28,72.77,47
3.18,72.87,47
3.28,72.87,47
3.38,72.87,47
3.48,72.87,47
3.58,72.87,47
3.68,72.87,47
3.78,72.87,47
3.88,72.87,47
3.98,72.87,47
4.08,72.87,47
4.18,72.87,47
4.28,72.87,47
4.38,72.87,47
4.48,72.87,47
4.58,72.87,47
4.68,72.87,47
4.78,72.87,47
4.88,72.87,47
4.98,72.87,47
5.08,72.87,47
5.18,72.87,47
5.28,72.87,47
5.38,72.87,47
5.48,72.87,47
5.58,72.87,47
5.68,72.87,47
5.78,72.87,47
5.88,72.87,47
5.98,72.87,47
6.08,72.87,47
6.18,72.87,47
6.28,72.87,47
6.38,72.87,47
6.48,72.87,47
6.58,72.87,47
6.68,72.87,47
6.78,72.87,47
6.88,72.87,47
6.98,72.87,47
7.08,72.87,47
7.18,72.87,47
7.28,72.87,47
7.38,72.87,47
7.48,72.87,47
7.58,72.87,47
7.68,72.87,47
7.78,72.87,47
7.88,72.87,47
7.98,72.87,47
8.08,72.87,47
8.18,72.87,47
8.28,72.87,47
8.38,72.87,47
8.48,72.87,47
8.58,72.87,47
8.68,72.87,47
8.78,72.87,47
8.88,72.87,47
8.98,72.87,47
9.08,72.87,47
9.18,72.87,47
9.28,72.87,47
9.38,72.87,47
9.48,72.87,47
9.58,72.87,47
9.68,72.87,47
9.78,72.87,47
9.88,72.87,47
9.98,72.87,47
10.08,72.87,47
10.18,72.87,47
10.28,72.87,47
10.38,72.87,47
10.48,72.87,47
10.58,72.87,47
10.68,72.87,47
10.78,72.87,47
10.88,72.87,47
10.98,72.87,47
11.08,72.87,47
11.18,72.87,47
11.28,72.87,47
11.38,72.87,47
11.48,72.87,47
11.58,72.87,47
11.68,72.87,47
11.78,72.87,53
11.88,72.87,53
11.98,72.87,53
12.08,72.87,53
12.18,72.87,53
12.28,72.87,53
12.38,72.87,53
12.48,72.87,53
12.58,72.87,53
12.68,72.87,53
12.78,72.87,53
12.88,72.87,53
12.98,72.87,53
13.08,72.87,53
13.18,72.87,53
13.28,72.87,53
13.38,72.87,53
13.48,72.87,53
13.58,72.87,53
13.68,72.87,53
13.78,72.87,53
13.88,72.87,53
13.98,72.87,53
14.08,72.87,53
14.18,72.87,53
14.28,72.87,53
14.38,72.87,53
14.48,72.87,53
14.58,72.87,53
14.68,72.87,53
14.78,72.87,53
14.88,72.87,53
14.98,72.87,53
15.08,72.87,53
15.18,72.87,53
15.28,72.87,53
15.38,72.87,53
15.48,72.87,53
15.58,72.87,53
15.68,72.87,53
15.78,72.87,53
15.88,72.87,53
15.98,72.87,53
16.08,72.87,53
16.18,72.87,53
16.28,72.87,53
16.38,72.87,53
16.48,72.87,53
16.58,72.87,53
16.68,72.87,53
16.78,72.87,53
16.88,72.87,53
16.98,72.87,53
17.08,72.87,53
17.18,72.87,53
17.28,72.87,53
17.38,72.87,53
17.48,72.87,53
17.58,72.87,53
17.68,72.87,53
17.78,72.87,53
17.88,72.87,53
17.98,72.87,53
18.08,72.87,53
18.18,72.87,53
18.28,72.87,53
18.38,72.87,53
18.48,72.87,53
18.58,72.87,53
18.68,72.87,53
18.78,72.87,53
18.88,72.87,53
18.98,72.87,53
19.08,72.87,53
19.18,72.87,53
19.28,72.87,53
19.38,72.87,53
19.48,72.87,53
19.58,72.87,53
19.68,72.87,53
19.78,72.87,53
19.88,72.87,53
19.98,72.87,53
20.08,72.87,53
20.18,72.87,53
20.28,72.87,53
20.38,72.87,53
20.48,72.87,53
20.58,72.87,53
20.68,72.87,53
20.78,72.87,53
20.88,72.87,53
20.98,72.87,53
21.08,72.87,53
21.18,72.87,53
21.28,72.87,53
21.38,72.87,53
21.48,72.87,53
21.58,72.87,53
21.68,72.87,53
21.78,72.87,53
21.88,72.87,53
21.98,72.87,53
22.08,72.87,53
22.18,72.87,53
22.28,72.87,53
22.38,72.87,53
22.48,72.87,53
22.58,72.87,53
22.68,72.87,53
22.78,72.87,53
22.88,72.87,53
22.98,72.87,53
23.08,72.87,53
23.18,72.87,53
23.28,72.87,53
23.38,72.87,53
23.48,72.87,53
23.58,72.87,53
23.68,72.87,53
23.78,72.87,53
23.88,72.87,53
23.98,72.87,53
24.08,72.87,53
24.18,72.87,53
24.28,72.87,53
24.38,72.87,53
24.48,72.87,53
24.58,72.87,53
24.68,72.87,53
24.78,72.87,53
24.88,72.87,53
24.98,72.87,53
25.08,72.87,53
25.18,72.87,53
25.28,72.87,53
25.38,72.87,53
25.48,72.87,53
25.58,72.87,53
25.68,72.87,53
25.78,72.87,53
25.88,72.87,53
25.98,72.87,53
26.08,72.87,53
26.18,72.87,53
26.28,72.87,53
26.38,72.87,53
26.48,72.87,53
26.58,72.87,53
26.68,72.87,53
26.78,72.87,53
26.88,72.87,53
26.98,72.87,53
27.08,72.87,53
27.18,72.87,53
27.28,72.87,53
27.38,72.87,53
27.48,72.87,53
27.58,72.87,53
27.68,72.87,53
27.78,72.87,53
27.88,72.87,53
27.98,72.87,53
28.08,72.87,53
28.18,72.87,53
28.28,72.87,53
28.38,72.87,53
28.48,72.87,53
28.58,72.87,53
28.68,72.87,53
28.78,72.87,53
28.88,72.87,53
28.98,72.87,53
29.08,72.87,53
29.18,72.87,53
29.28,72.87,53
29.38,72.87,53
29.48,72.87,53
29.58,72.87,53
29.68,72.87,53
29.78,72.87,53
29.88,72.87,53
29.98,72.87,53
30.08,72.87,53
30.18,72.87,53
30.28,72.87,53
30.38,72.87,53
30.48,72.87,53
30.58,72.87,53
30.68,72.87,53
30.78,72.87,53
30.88,72.87,53
30.98,72.87,53
31.08,72.87,53
31.18,72.87,53
31.28,72.87,53
31.38,72.87,53
31.48,72.87,47
31.58,72.87,47
31.68,72.87,47
31.78,72.87,47
31.88,72.87,47
31.98,72.87,47
32.08,72.87,47
32.18,72.87,47
32.28,72.87,47
32.38,72.87,47
32.48,72.87,47
32.58,72.87,47
32.68,72.87,47
32.78,72.87,47
32.88,72.87,47
32.98,72.87,47
33.08,72.87,47
33.18,72.87,47
33.28,72.87,47
33.38,72.87,47
33.48,72.87,47
33.58,72.87,47
33.68,72.87,47
33.78,72.87,47
33.88,72.87,47
33.98,72.87,47
34.08,72.87,47
34.18,72.87,47
34.28,72.87,47
34.38,72.87,47
34.48,72.87,47
34.58,72.87,47
34.68,72.87,47
34.78,72.87,47
34.88,72.87,47
34.98,72.87,47
35.08,72.87,47
35.18,72.87,47
35.28,72.87,47
35.38,72.87,47
35.48,72.87,47
35.58,72.87,47
35.68,72.87,47
35.78,72.87,47
35.88,72.87,47
35.98,72.87,47
36.08,72.87,47
36.18,72.87,47
36.28,72.87,47
36.38,72.87,47
36.48,72.87,47
36.58,72.87,47
36.68,72.87,47
36.78,72.87,47
36.88,72.87,47
36.98,72.87,47
37.08,72.87,47
37.18,72.87,47
37.28,72.87,47
37.38,72.87,47
37.48,72.87,47
37.58,72.87,47
37.68,72.87,47
37.78,72.87,47
37.88,72.87,47
37.98,72.87,47
38.08,72.87,47
38.18,72.87,47
38.28,72.87,47
38.38,72.87,47
38.48,72.87,47
38.58,72.87,47
38.68,72.87,47
38.78,72.87,47
38.88,72.87,47
38.98,72.87,47
39.08,72.87,47
39.18,72.87,47
39.28,72.87,47
39.38,72.87,47
39.48,72.87,47
39.58,72.87,47
39.68,72.87,47
39.78,72.87,47
39.88,72.87,47
39.98,72.87,47
40.08,72.87,47
40.18,72.87,47
40.28,72.87,47
40.38,72.87,47
40.48,72.87,47
40.58,72.87,47
40.68,72.87,47
40.78,72.87,47
40.88,72.87,47
40.98,72.87,47
41.08,72.87,47
41.18,72.87,47
41.28,72.87,47
3.38,72.97,47
3.48,72.97,47
3.58,72.97,47
3.68,72.97,47
3.78,72.97,47
3.88,72.97,47
3.98,72.97,47
4.08,72.97,47
4.18,72.97,47
4.28,72.97,47
4.38,72.97,47
4.48,72.97,47
4.58,72.97,47
4.68,72.97,47
4.78,72.97,47
4.88,72.97,47
4.98,72.97,47
5.08,72.97,47
5.18,72.97,47
5.28,72.97,47
5.38,72.97,47
5.48,72.97,47
5.58,72.97,47
5.68,72.97,47
5.78,72.97,47
5.88,72.97,47
5.98,72.97,47
6.08,72.97,47
6.18,72.97,47
6.28,72.97,47
6.38,72.97,47
6.48,72.97,47
6.58,72.97,47
6.68,72.97,47
6.78,72.97,47
6.88,72.97,47
6.98,72.97,47
7.08,72.97,47
7.18,72.97,47
7.28,72.97,47
7.38,72.97,47
7.48,72.97,47
7.58,72.97,47
7.68,72.97,47
7.78,72.97,47
7.88,72.97,47
7.98,72.97,47
8.08,72.97,47
8.18,72.97,47
8.28,72.97,47
8.38,72.97,47
8.48,72.97,47
8.58,72.97,47
8.68,72.97,47
8.78,72.97,47
8.88,72.97,47
8.98,72.97,47
9.08,72.97,47
9.18,72.97,47
9.28,72.97,47
9.38,72.97,47
9.48,72.97,47
9.58,72.97,47
9.68,72.97,47
9.78,72.97,47
9.88,72.97,47
9.98,72.97,47
10.08,72.97,47
10.18,72.97,47
10.28,72.97,47
10.38,72.97,47
10.48,72.97,47
10.58,72.97,47
10.68,72.97,47
10.78,72.97,47
10.88,72.97,47
10.98,72.97,47
11.08,72.97,47
11.18,72.97,47
11.28,72.97,47
11.38,72.97,47
11.48,72.97,47
11.58,72.97,47
11.68,72.97,53
11.78,72.97,53
11.88,72.97,53
11.98,72.97,53
12.08,72.97,53
12.18,72.97,53
12.28,72.97,53
12.38,72.97,53
12.48,72.97,53
12.58,72.97,53
12.68,72.97,53
12.78,72.97,53
12.88,72.97,53
12.98,72.97,53
13.08,72.97,53
13.18,72.97,53
13.28,72.97,53
13.38,72.97,53
13.48,72.97,53
13.58,72.97,53
13.68,72.97,53
13.78,72.97,53
13.88,72.97,53
13.98,72.97,53
14.08,72.97,53
14.18,72.97,53
14.28,72.97,53
14.38,72.97,53
14.48,72.97,53
14.58,72.97,53
14.68,72.97,53
14.78,72.97,53
14.88,72.97,53
14.98,72.97,53
15.08,72.97,53
15.18,72.97,53
15.28,72.97,53
15.38,72.97,53
15.48,72.97,53
15.58,72.97,53
15.68,72.97,53
15.78,72.97,53
15.88,72.97,53
15.98,72.97,53
16.08,72.97,53
16.18,72.97,53
16.28,72.97,53
16.38,72.97,53
16.48,72.97,53
16.58,72.97,53
16.68,72.97,53
16.78,72.97,53
16.88,72.97,53
16.98,72.97,53
17.08,72.97,53
17.18,72.97,53
17.28,72.97,53
17.38,72.97,53
17.48,72.97,53
17.58,72.97,53
17.68,72.97,53
17.78,72.97,53
17.88,72.97,53
17.98,72.97,53
18.08,72.97,53
18.18,72.97,53
18.28,72.97,53
18.38,72.97,53
18.48,72.97,53
18.58,72.97,53
18.68,72.97,53
18.78,72.97,53
18.88,72.97,53
18.98,72.97,53
19.08,72.97,53
19.18,72.97,53
19.28,72.97,53
19.38,72.97,53
19.48,72.97,53
19.58,72.97,53
19.68,72.97,53
19.78,72.97,53
19.88,72.97,53
19.98,72.97,53
20.08,72.97,53
20.18,72.97,53
20.28,72.97,53
20.38,72.97,53
20.48,72.97,53
20.58,72.97,53
20.68,72.97,53
20.78,72.97,53
20.88,72.97,53
20.98,72.97,53
21.08,72.97,53
21.18,72.97,53
21.28,72.97,53
21.38,72.97,53
21.48,72.97,53
21.58,72.97,53
21.68,72.97,53
21.78,72.97,53
21.88,72.97,53
21.98,72.97,53
22.08,72.97,53
22.18,72.97,53
22.28,72.97,53
22.38,72.97,53
22.48,72.97,53
22.58,72.97,53
22.68,72.97,53
22.78,72.97,53
22.88,72.97,53
22.98,72.97,53
23.08,72.97,53
23.18,72.97,53
23.28,72.97,53
23.38,72.97,53
23.48,72.97,53
23.58,72.97,53
23.68,72.97,53
23.78,72.97,53
23.88,72.97,53
23.98,72.97,53
24.08,72.97,53
24.18,72.97,53
24.28,72.97,53
24.38,72.97,53
24.48,72.97,53
24.58,72.97,53
24.68,72.97,53
24.78,72.97,53
24.88,72.97,53
24.98,72.97,53
25.08,72.97,53
25.18,72.97,53
25.28,72.97,53
25.38,72.97,53
25.48,72.97,53
25.58,72.97,53
25.68,72.97,53
25.78,72.97,53
25.88,72.97,53
25.98,72.97,53
26.08,72.97,53
26.18,72.97,53
26.28,72.97,53
26.38,72.97,53
26.48,72.97,53
26.58,72.97,53
26.68,72.97,53
26.78,72.97,53
26.88,72.97,53
26.98,72.97,53
27.08,72.97,53
27.18,72.97,53
27.28,72.97,53
27.38,72.97,53
27.48,72.97,53
27.58,72.97,53
27.68,72.97,53
27.78,72.97,53
27.88,72.97,53
27.98,72.97,53
28.08,72.97,53
28.18,72.97,53
28.28,72.97,53
28.38,72.97,53
28.48,72.97,53
28.58,72.97,53
28.68,72.97,53
28.78,72.97,53
28.88,72.97,53
28.98,72.97,53
29.08,72.97,53
29.18,72.97,53
29.28,72.97,53
29.38,72.97,53
29.48,72.97,53
29.58,72.97,53
29.68,72.97,53
29.78,72.97,53
29.88,72.97,53
29.98,72.97,53
30.08,72.97,53
30.18,72.97,53
30.28,72.97,53
30.38,72.97,53
30.48,72.97,53
30.58,72.97,53
30.68,72.97,53
30.78,72.97,53
30.88,72.97,53
30.98,72.97,53
31.08,72.97,53
31.18,72.97,53
31.28,72.97,53
31.38,72.97,53
31.48,72.97,53
31.58,72.97,47
31.68,72.97,47
31.78,72.97,47
31.88,72.97,47
31.98,72.97,47
32.08,72.97,47
32.18,72.97,47
32.28,72.97,47
32.38,72.97,47
32.48,72.97,47
32.58,72.97,47
32.68,72.97,47
32.78,72.97,47
32.88,72.97,47
32.98,72.97,47
33.08,72.97,47
33.18,72.97,47
33.28,72.97,47
33.38,72.97,47
33.48,72.97,47
33.58,72.97,47
33.68,72.97,47
33.78,72.97,47
33.88,72.97,47
33.98,72.97,47
34.08,72.97,47
34.18,72.97,47
34.28,72.97,47
34.38,72.97,47
34.48,72.97,47
34.58,72.97,47
34.68,72.97,47
34.78,72.97,47
34.88,72.97,47
34.98,72.97,47
35.08,72.97,47
35.18,72.97,47
35.28,72.97,47
35.38,72.97,47
35.48,72.97,47
35.58,72.97,47
35.68,72.97,47
35.78,72.97,47
35.88,72.97,47
35.98,72.97,47
36.08,72.97,47
36.18,72.97,47
36.28,72.97,47
36.38,72.97,47
36.48,72.97,47
36.58,72.97,47
36.68,72.97,47
36.78,72.97,47
36.88,72.97,47
36.98,72.97,47
37.08,72.97,47
37.18,72.97,47
37.28,72.97,47
37.38,72.97,47
37.48,72.97,47
37.58,72.97,47
37.68,72.97,47
37.78,72.97,47
37.88,72.97,47
37.98,72.97,47
38.08,72.97,47
38.18,72.97,47
38.28,72.97,47
38.38,72.97,47
38.48,72.97,47
38.58,72.97,47
38.68,72.97,47
38.78,72.97,47
38.88,72.97,47
38.98,72.97,47
39.08,72.97,47
39.18,72.97,47
39.28,72.97,47
39.38,72.97,47
39.48,72.97,47
39.58,72.97,47
39.68,72.97,47
39.78,72.97,47
39.88,72.97,47
39.98,72.97,47
40.08,72.97,47
40.18,72.97,47
40.28,72.97,47
40.38,72.97,47
40.48,72.97,47
40.58,72.97,47
40.68,72.97,47
40.78,72.97,47
40.88,72.97,47
40.98,72.97,47
41.08,72.97,47
41.18,72.97,47
3.58,73.07,47
3.68,73.07,47
3.78,73.07,47
3.88,73.07,47
3.98,73.07,47
4.08,73.07,47
4.18,73.07,47
4.28,73.07,47
4.38,73.07,47
4.48,73.07,47
4.58,73.07,47
4.68,73.07,47
4.78,73.07,47
4.88,73.07,47
4.98,73.07,47
5.08,73.07,47
5.18,73.07,47
5.28,73.07,47
5.38,73.07,47
5.48,73.07,47
5.58,73.07,47
5.68,73.07,47
5.78,73.07,47
5.88,73.07,47
5.98,73.07,47
6.08,73.07,47
6.18,73.07,47
6.28,73.07,47
6.38,73.07,47
6.48,73.07,47
6.58,73.07,47
6.68,73.07,47
6.78,73.07,47
6.88,73.07,47
6.98,73.07,47
7.08,73.07,47
7.18,73.07,47
7.28,73.07,47
7.38,73.07,47
7.48,73.07,47
7.58,73.07,47
7.68,73.07,47
7.78,73.07,47
7.88,73.07,47
7.98,73.07,47
8.08,73.07,47
8.18,73.07,47
8.28,73.07,47
8.38,73.07,47
8.48,73.07,47
8.58,73.07,47
8.68,73.07,47
8.78,73.07,47
8.88,73.07,47
8.98,73.07,47
9.08,73.07,47
9.18,73.07,47
9.28,73.07,47
9.38,73.07,47
9.48,73.07,47
9.58,73.07,47
9.68,73.07,47
9.78,73.07,47
9.88,73.07,47
9.98,73.07,47
10.08,73.07,47
10.18,73.07,47
10.28,73.07,47
10.38,73.07,47
10.48,73.07,47
10.58,73.07,47
10.68,73.07,47
10.78,73.07,47
10.88,73.07,47
10.98,73.07,47
11.08,73.07,47
11.18,73.07,47
11.28,73.07,47
11.38,73.07,47
11.48,73.07,53
11.58,73.07,53
11.68,73.07,53
11.78,73.07,53
11.88,73.07,53
11.98,73.07,53
12.08,73.07,53
12.18,73.07,53
12.28,73.07,53
12.38,73.07,53
12.48,73.07,53
12.58,73.07,53
12.68,73.07,53
12.78,73.07,53
12.88,73.07,53
12.98,73.07,53
13.08,73.07,53
13.18,73.07,53
13.28,73.07,53
13.38,73.07,53
13.48,73.07,53
13.58,73.07,53
13.68,73.07,53
13.78,73.07,53
13.88,73.07,53
13.98,73.07,53
14.08,73.07,53
14.18,73.07,53
14.28,73.07,53
14.38,73.07,53
14.48,73.07,53
14.58,73.07,53
14.68,73.07,53
14.78,73.07,53
14.88,73.07,53
14.98,73.07,53
15.08,73.07,53
15.18,73.07,53
15.28,73.07,53
15.38,73.07,53
15.48,73.07,53
15.58,73.07,53
15.68,73.07,53
15.78,73.07,53
15.88,73.07,53
15.98,73.07,53
16.08,73.07,53
16.18,73.07,53
16.28,73.07,53
16.38,73.07,53
16.48,73.07,53
16.58,73.07,53
16.68,73.07,53
16.78,73.07,53
16.88,73.07,53
16.98,73.07,53
17.08,73.07,53
17.18,73.07,53
17.28,73.07,53
17.38,73.07,53
17.48,73.07,53
17.58,73.07,53
17.68,73.07,53
17.78,73.07,53
17.88,73.07,53
17.98,73.07,53
18.08,73.07,53
18.18,73.07,53
18.28,73.07,53
18.38,73.07,53
18.48,73.07,53
18.58,73.07,53
18.68,73.07,53
18.78,73.07,53
18.88,73.07,53
18.98,73.07,53
19.08,73.07,53
19.18,73.07,53
19.28,73.07,53
19.38,73.07,53
19.48,73.07,53
19.58,73.07,53
19.68,73.07,53
19.78,73.07,53
19.88,73.07,53
19.98,73.07,53
20.08,73.07,53
20.18,73.07,53
20.28,73.07,53
20.38,73.07,53
20.48,73.07,53
20.58,73.07,53
20.68,73.07,53
20.78,73.07,53
20.88,73.07,53
20.98,73.07,53
21.08,73.07,53
21.18,73.07,53
21.28,73.07,53
21.38,73.07,53
21.48,73.07,53
21.58,73.07,53
21.68,73.07,53
21.78,73.07,53
21.88,73.07,53
21.98,73.07,53
22.08,73.07,53
22.18,73.07,53
22.28,73.07,53
22.38,73.07,53
22.48,73.07,53
22.58,73.07,53
22.68,73.07,53
22.78,73.07,53
22.88,73.07,53
22.98,73.07,53
23.08,73.07,53
23.18,73.07,53
23.28,73.07,53
23.38,73.07,53
23.48,73.07,53
23.58,73.07,53
23.68,73.07,53
23.78,73.07,53
23.88,73.07,53
23.98,73.07,53
24.08,73.07,53
24.18,73.07,53
24.28,73.07,53
24.38,73.07,53
24.48,73.07,53
24.58,73.07,53
24.68,73.07,53
24.78,73.07,53
24.88,73.07,53
24.98,73.07,53
25.08,73.07,53
25.18,73.07,53
25.28,73.07,53
25.38,73.07,53
25.48,73.07,53
25.58,73.07,53
25.68,73.07,53
25.78,73.07,53
25.88,73.07,53
25.98,73.07,53
26.08,73.07,53
26.18,73.07,53
26.28,73.07,53
26.38,73.07,53
26.48,73.07,53
26.58,73.07,53
26.68,73.07,53
26.78,73.07,53
26.88,73.07,53
26.98,73.07,53
27.08,73.07,53
27.18,73.07,53
27.28,73.07,53
27.38,73.07,53
27.48,73.07,53
27.58,73.07,53
27.68,73.07,53
27.78,73.07,53
27.88,73.07,53
27.98,73.07,53
28.08,73.07,53
28.18,73.07,53
28.28,73.07,53
28.38,73.07,53
28.48,73.07,53
28.58,73.07,53
28.68,73.07,53
28.78,73.07,53
28.88,73.07,53
28.98,73.07,53
29.08,73.07,53
29.18,73.07,53
29.28,73.07,53
29.38,73.07,53
29.48,73.07,53
29.58,73.07,53
29.68,73.07,53
29.78,73.07,53
29.88,73.07,53
29.98,73.07,53
30.08,73.07,53
30.18,73.07,53
30.28,73.07,53
30.38,73.07,53
30.48,73.07,53
30.58,73.07,53
30.68,73.07,53
30.78,73.07,53
30.88,73.07,53
30.98,73.07,53
31.08,73.07,53
31.18,73.07,53
31.28,73.07,53
31.38,73.07,53
31.48,73.07,53
31.58,73.07,47
31.68,73.07,47
31.78,73.07,47
31.88,73.07,47
31.98,73.07,47
32.08,73.07,47
32.18,73.07,47
32.28,73.07,47
32.38,73.07,47
32.48,73.07,47
32.58,73.07,47
32.68,73.07,47
32.78,73.07,47
32.88,73.07,47
32.98,73.07,47
33.08,73.07,47
33.18,73.07,47
33.28,73.07,47
33.38,73.07,47
33.48,73.07,47
33.58,73.07,47
33.68,73.07,47
33.78,73.07,47
33.88,73.07,47
33.98,73.07,47
34.08,73.07,47
34.18,73.07,47
34.28,73.07,47
34.38,73.07,47
34.48,73.07,47
34.58,73.07,47
